date_iso8061,temperature_celsius,rpm,vibration_speed_ms,vibration_acc_ms2,vibration_displacement_mm,humidity,ac_amperes,status
2016-09-05T13:49:41.697Z,29.60,17500,3.30000,1.90000,12.75000,20.75,20.85000,4
2016-09-05T13:49:41.997Z,30.10,17600,3.40000,1.70000,13.00000,20.85,20.95000,0
2016-09-05T13:49:42.297Z,29.90,17500,3.80000,1.70000,13.25000,20.95,20.85000,2
2016-09-05T13:49:42.597Z,29.60,17400,4.20000,1.90000,13.50000,20.85,20.75000,0
2016-09-05T13:49:42.897Z,29.70,17500,4.60000,2.00000,13.25000,20.75,20.85000,3
2016-09-05T13:49:43.197Z,29.40,17600,5.10000,2.30000,13.50000,20.85,20.75000,4
2016-09-05T13:49:43.497Z,29.90,17700,5.10000,2.70000,13.25000,20.75,20.65000,0
2016-09-05T13:49:43.797Z,30.10,17800,5.10000,2.20000,13.00000,20.65,20.75000,3
2016-09-05T13:49:44.097Z,30.00,17700,4.60000,1.90000,13.25000,20.75,20.65000,0
2016-09-05T13:49:44.397Z,29.80,17600,4.50000,2.40000,13.50000,20.65,20.55000,0
2016-09-05T13:49:44.697Z,30.30,17500,4.10000,2.00000,13.75000,20.55,20.45000,4
2016-09-05T13:49:44.997Z,29.80,17400,4.20000,2.10000,14.00000,20.45,20.55000,0
2016-09-05T13:49:45.297Z,29.30,17300,3.90000,2.10000,14.25000,20.55,20.45000,2
2016-09-05T13:49:45.597Z,29.10,17200,3.90000,2.20000,14.50000,20.45,20.55000,0
2016-09-05T13:49:45.897Z,29.10,17300,3.90000,2.20000,14.75000,20.55,20.65000,3
2016-09-05T13:49:46.197Z,29.30,17400,3.40000,2.60000,14.50000,20.65,20.55000,3
2016-09-05T13:49:46.497Z,29.00,17500,3.50000,2.70000,14.75000,20.55,20.45000,2
2016-09-05T13:49:46.797Z,29.40,17400,3.20000,3.10000,14.50000,20.45,20.55000,4
2016-09-05T13:49:47.097Z,29.20,17500,3.60000,3.50000,14.75000,20.55,20.65000,5
2016-09-05T13:49:47.397Z,29.70,17600,3.60000,3.90000,14.50000,20.65,20.55000,2
2016-09-05T13:49:47.697Z,29.60,17700,3.10000,3.40000,14.25000,20.55,20.45000,0
2016-09-05T13:49:47.997Z,29.40,17600,3.20000,3.90000,14.50000,20.45,20.35000,4
2016-09-05T13:49:48.297Z,29.90,17500,3.00000,3.70000,14.25000,20.35,20.25000,4
2016-09-05T13:49:48.597Z,30.00,17600,3.40000,3.30000,14.50000,20.25,20.15000,0
2016-09-05T13:49:48.897Z,30.40,17700,3.70000,3.60000,14.25000,20.15,20.25000,0
2016-09-05T13:49:49.197Z,30.20,17600,3.40000,3.80000,14.50000,20.25,20.15000,5
2016-09-05T13:49:49.497Z,30.40,17500,3.30000,3.60000,14.25000,20.15,20.25000,0
2016-09-05T13:49:49.797Z,30.70,17400,3.30000,3.10000,14.50000,20.25,20.35000,3
2016-09-05T13:49:50.097Z,31.00,17500,3.60000,3.10000,14.75000,20.35,20.45000,2
2016-09-05T13:49:50.397Z,30.80,17400,3.40000,2.90000,14.50000,20.45,20.35000,2
2016-09-05T13:49:50.697Z,30.80,17500,3.20000,2.50000,14.25000,20.35,20.45000,5
2016-09-05T13:49:50.997Z,30.90,17600,2.70000,2.60000,14.50000,20.45,20.35000,4
2016-09-05T13:49:51.297Z,31.00,17500,2.70000,2.10000,14.25000,20.35,20.25000,4
2016-09-05T13:49:51.597Z,31.50,17400,2.70000,2.20000,14.50000,20.25,20.35000,3
2016-09-05T13:49:51.897Z,31.60,17500,2.40000,2.10000,14.25000,20.35,20.45000,2
2016-09-05T13:49:52.197Z,31.60,17400,2.30000,1.80000,14.50000,20.45,20.55000,5
2016-09-05T13:49:52.497Z,31.30,17500,1.80000,1.70000,14.25000,20.55,20.65000,3
2016-09-05T13:49:52.797Z,31.40,17600,1.70000,1.70000,14.00000,20.65,20.75000,0
2016-09-05T13:49:53.097Z,31.40,17700,1.50000,1.30000,14.25000,20.75,20.65000,1
2016-09-05T13:49:53.397Z,31.80,17800,1.60000,1.30000,14.50000,20.65,20.55000,4
2016-09-05T13:49:53.697Z,32.20,17900,1.80000,1.60000,14.75000,20.55,20.65000,2
2016-09-05T13:49:53.997Z,32.70,18000,1.90000,2.00000,15.00000,20.65,20.75000,5
2016-09-05T13:49:54.297Z,32.80,17900,1.80000,2.00000,15.25000,20.75,20.85000,5
2016-09-05T13:49:54.597Z,33.10,17800,1.80000,2.20000,15.50000,20.85,20.95000,5
2016-09-05T13:49:54.897Z,33.10,17700,1.60000,1.80000,15.25000,20.95,21.05000,3
2016-09-05T13:49:55.197Z,32.70,17800,1.70000,1.50000,15.00000,21.05,20.95000,5
2016-09-05T13:49:55.497Z,32.40,17700,1.20000,1.50000,15.25000,20.95,20.85000,0
2016-09-05T13:49:55.797Z,32.80,17800,1.00000,1.10000,15.50000,20.85,20.95000,5
2016-09-05T13:49:56.097Z,32.80,17900,1.30000,1.20000,15.75000,20.95,20.85000,0
2016-09-05T13:49:56.397Z,33.20,17800,1.60000,1.40000,16.00000,20.85,20.75000,2
2016-09-05T13:49:56.697Z,32.90,17700,1.40000,1.60000,15.75000,20.75,20.85000,2
2016-09-05T13:49:56.997Z,32.60,17800,1.10000,2.10000,15.50000,20.85,20.95000,5
2016-09-05T13:49:57.297Z,32.60,17700,0.90000,2.30000,15.75000,20.95,21.05000,4
2016-09-05T13:49:57.597Z,33.10,17800,1.00000,2.30000,16.00000,21.05,20.95000,2
2016-09-05T13:49:57.897Z,33.00,17900,1.30000,2.60000,15.75000,20.95,20.85000,0
2016-09-05T13:49:58.197Z,33.00,17800,1.00000,2.60000,16.00000,20.85,20.95000,3
2016-09-05T13:49:58.497Z,32.90,17700,1.30000,3.00000,15.75000,20.95,21.05000,1
2016-09-05T13:49:58.797Z,33.30,17800,1.80000,3.20000,16.00000,21.05,21.15000,1
2016-09-05T13:49:59.097Z,33.10,17900,1.60000,3.20000,15.75000,21.15,21.05000,4
2016-09-05T13:49:59.397Z,33.40,18000,1.90000,3.00000,16.00000,21.05,21.15000,4
2016-09-05T13:49:59.697Z,33.70,18100,2.00000,2.60000,15.75000,21.15,21.05000,0
2016-09-05T13:49:59.997Z,33.80,18200,1.80000,2.30000,16.00000,21.05,21.15000,0
2016-09-05T13:50:00.297Z,33.80,18300,1.30000,2.50000,15.75000,21.15,21.05000,4
2016-09-05T13:50:00.597Z,34.00,18400,1.00000,2.20000,16.00000,21.05,21.15000,1
2016-09-05T13:50:00.897Z,34.00,18300,0.50000,2.00000,16.25000,21.15,21.25000,0
2016-09-05T13:50:01.197Z,34.00,18400,0.50000,2.20000,16.50000,21.25,21.35000,2
2016-09-05T13:50:01.497Z,34.20,18300,0.20000,2.50000,16.75000,21.35,21.45000,4
2016-09-05T13:50:01.797Z,34.60,18400,0.70000,2.10000,16.50000,21.45,21.35000,0
2016-09-05T13:50:02.097Z,34.30,18300,0.80000,2.30000,16.25000,21.35,21.45000,2
2016-09-05T13:50:02.397Z,34.30,18200,1.10000,2.70000,16.00000,21.45,21.55000,1
2016-09-05T13:50:02.697Z,34.70,18100,1.50000,2.20000,16.25000,21.55,21.65000,4
2016-09-05T13:50:02.997Z,34.80,18200,1.10000,2.10000,16.50000,21.65,21.75000,0
2016-09-05T13:50:03.297Z,35.20,18100,0.70000,1.90000,16.25000,21.75,21.65000,0
2016-09-05T13:50:03.597Z,35.50,18200,0.30000,1.60000,16.50000,21.65,21.55000,1
2016-09-05T13:50:03.897Z,35.40,18100,0.10000,1.10000,16.25000,21.55,21.45000,4
2016-09-05T13:50:04.197Z,35.40,18200,0.10000,1.10000,16.50000,21.45,21.55000,2
2016-09-05T13:50:04.497Z,35.30,18300,0.50000,1.10000,16.75000,21.55,21.65000,2
2016-09-05T13:50:04.797Z,35.20,18400,0.50000,1.30000,16.50000,21.65,21.75000,4
2016-09-05T13:50:05.097Z,35.70,18300,-0.00000,1.70000,16.25000,21.75,21.85000,1
2016-09-05T13:50:05.397Z,35.60,18400,-0.20000,1.90000,16.50000,21.85,21.95000,0
2016-09-05T13:50:05.697Z,36.00,18300,-0.20000,1.40000,16.75000,21.95,21.85000,0
2016-09-05T13:50:05.997Z,36.40,18400,-0.20000,1.10000,17.00000,21.85,21.75000,3
2016-09-05T13:50:06.297Z,35.90,18300,-0.20000,1.40000,16.75000,21.75,21.85000,0
2016-09-05T13:50:06.597Z,35.40,18400,-0.60000,1.50000,16.50000,21.85,21.95000,2
2016-09-05T13:50:06.897Z,35.00,18500,-0.90000,1.50000,16.75000,21.95,21.85000,2
2016-09-05T13:50:07.197Z,35.00,18400,-0.90000,1.40000,16.50000,21.85,21.75000,4
2016-09-05T13:50:07.497Z,34.50,18300,-1.00000,1.60000,16.75000,21.75,21.65000,2
2016-09-05T13:50:07.797Z,34.80,18400,-1.50000,1.80000,17.00000,21.65,21.75000,0
2016-09-05T13:50:08.097Z,34.60,18500,-1.80000,1.30000,17.25000,21.75,21.85000,0
2016-09-05T13:50:08.397Z,34.90,18400,-1.30000,0.90000,17.00000,21.85,21.75000,1
2016-09-05T13:50:08.697Z,34.80,18500,-1.10000,1.20000,16.75000,21.75,21.85000,1
2016-09-05T13:50:08.997Z,34.60,18600,-1.60000,1.20000,17.00000,21.85,21.95000,5
2016-09-05T13:50:09.297Z,34.90,18700,-1.50000,1.50000,17.25000,21.95,22.05000,1
2016-09-05T13:50:09.597Z,34.80,18800,-1.60000,1.00000,17.00000,22.05,22.15000,2
2016-09-05T13:50:09.897Z,34.80,18900,-1.40000,0.60000,16.75000,22.15,22.25000,4
2016-09-05T13:50:10.197Z,34.30,19000,-1.40000,0.70000,16.50000,22.25,22.15000,1
2016-09-05T13:50:10.497Z,34.10,19100,-1.40000,0.30000,16.25000,22.15,22.25000,4
2016-09-05T13:50:10.797Z,34.50,19000,-1.00000,0.50000,16.50000,22.25,22.35000,4
2016-09-05T13:50:11.097Z,34.00,19100,-1.00000,0.90000,16.75000,22.35,22.25000,0
2016-09-05T13:50:11.397Z,34.00,19200,-0.50000,0.90000,17.00000,22.25,22.35000,1
2016-09-05T13:50:11.697Z,34.40,19100,-0.40000,0.80000,17.25000,22.35,22.25000,0
2016-09-05T13:50:11.997Z,34.40,19200,-0.40000,0.80000,17.50000,22.25,22.15000,2
2016-09-05T13:50:12.297Z,33.90,19100,-0.00000,0.50000,17.75000,22.15,22.25000,0
2016-09-05T13:50:12.597Z,33.90,19000,0.50000,0.40000,17.50000,22.25,22.15000,3
2016-09-05T13:50:12.897Z,34.40,18900,-0.00000,0.20000,17.75000,22.15,22.25000,3
2016-09-05T13:50:13.197Z,34.90,19000,-0.40000,0.40000,17.50000,22.25,22.15000,4
2016-09-05T13:50:13.497Z,34.50,19100,-0.10000,0.60000,17.25000,22.15,22.05000,1
2016-09-05T13:50:13.797Z,34.40,19200,-0.00000,0.40000,17.00000,22.05,21.95000,1
2016-09-05T13:50:14.097Z,34.40,19100,0.50000,-0.10000,16.75000,21.95,22.05000,5
2016-09-05T13:50:14.397Z,34.60,19200,0.50000,-0.20000,16.50000,22.05,22.15000,2
2016-09-05T13:50:14.697Z,34.40,19300,0.10000,-0.70000,16.25000,22.15,22.25000,5
2016-09-05T13:50:14.997Z,34.30,19200,-0.40000,-1.00000,16.00000,22.25,22.15000,4
2016-09-05T13:50:15.297Z,34.10,19100,-0.10000,-0.60000,16.25000,22.15,22.25000,5
2016-09-05T13:50:15.597Z,34.60,19000,0.10000,-0.20000,16.00000,22.25,22.15000,3
2016-09-05T13:50:15.897Z,34.40,19100,0.10000,-0.60000,16.25000,22.15,22.05000,4
2016-09-05T13:50:16.197Z,34.90,19200,0.40000,-0.30000,16.00000,22.05,22.15000,5
2016-09-05T13:50:16.497Z,35.30,19100,-0.00000,-0.30000,15.75000,22.15,22.25000,1
2016-09-05T13:50:16.797Z,35.00,19000,-0.40000,-0.80000,15.50000,22.25,22.15000,2
2016-09-05T13:50:17.097Z,35.00,18900,-0.00000,-0.60000,15.25000,22.15,22.25000,0
2016-09-05T13:50:17.397Z,34.70,18800,0.20000,-0.20000,15.00000,22.25,22.35000,1
2016-09-05T13:50:17.697Z,34.30,18700,0.70000,-0.20000,15.25000,22.35,22.45000,5
2016-09-05T13:50:17.997Z,34.70,18600,0.90000,-0.70000,15.00000,22.45,22.55000,1
2016-09-05T13:50:18.297Z,34.70,18700,0.80000,-0.70000,15.25000,22.55,22.45000,0
2016-09-05T13:50:18.597Z,34.30,18600,0.40000,-0.70000,15.50000,22.45,22.35000,4
2016-09-05T13:50:18.897Z,34.60,18500,0.20000,-1.20000,15.75000,22.35,22.45000,2
2016-09-05T13:50:19.197Z,34.60,18600,-0.30000,-1.30000,16.00000,22.45,22.35000,5
2016-09-05T13:50:19.497Z,34.30,18700,-0.40000,-1.40000,16.25000,22.35,22.25000,0
2016-09-05T13:50:19.797Z,34.60,18600,-0.60000,-1.40000,16.50000,22.25,22.35000,1
2016-09-05T13:50:20.097Z,34.90,18500,-0.70000,-1.80000,16.75000,22.35,22.25000,0
2016-09-05T13:50:20.397Z,35.10,18600,-0.60000,-1.70000,17.00000,22.25,22.35000,1
2016-09-05T13:50:20.697Z,35.60,18700,-0.20000,-1.50000,16.75000,22.35,22.45000,3
2016-09-05T13:50:20.997Z,35.70,18600,-0.00000,-1.60000,17.00000,22.45,22.55000,2
2016-09-05T13:50:21.297Z,35.80,18700,-0.50000,-1.20000,17.25000,22.55,22.45000,0
2016-09-05T13:50:21.597Z,35.80,18600,-0.50000,-1.10000,17.00000,22.45,22.35000,5
2016-09-05T13:50:21.897Z,35.70,18700,-0.90000,-1.50000,16.75000,22.35,22.25000,1
2016-09-05T13:50:22.197Z,35.20,18800,-0.70000,-2.00000,17.00000,22.25,22.15000,2
2016-09-05T13:50:22.497Z,35.40,18900,-0.40000,-2.10000,16.75000,22.15,22.25000,0
2016-09-05T13:50:22.797Z,35.20,19000,-0.40000,-1.70000,16.50000,22.25,22.35000,3
2016-09-05T13:50:23.097Z,34.90,19100,-0.60000,-1.70000,16.25000,22.35,22.25000,0
2016-09-05T13:50:23.397Z,35.40,19200,-0.90000,-1.70000,16.00000,22.25,22.15000,2
2016-09-05T13:50:23.697Z,35.60,19100,-0.40000,-2.20000,16.25000,22.15,22.25000,4
2016-09-05T13:50:23.997Z,35.20,19200,-0.80000,-2.50000,16.50000,22.25,22.15000,1
2016-09-05T13:50:24.297Z,34.70,19300,-1.20000,-2.40000,16.25000,22.15,22.25000,3
2016-09-05T13:50:24.597Z,34.40,19400,-0.80000,-2.20000,16.50000,22.25,22.15000,0
2016-09-05T13:50:24.897Z,34.40,19500,-0.80000,-2.70000,16.25000,22.15,22.25000,1
2016-09-05T13:50:25.197Z,34.20,19400,-1.20000,-2.70000,16.00000,22.25,22.35000,4
2016-09-05T13:50:25.497Z,34.10,19500,-1.50000,-3.10000,16.25000,22.35,22.25000,0
2016-09-05T13:50:25.797Z,33.70,19400,-1.30000,-2.70000,16.50000,22.25,22.35000,0
2016-09-05T13:50:26.097Z,33.70,19300,-1.10000,-3.00000,16.75000,22.35,22.45000,1
2016-09-05T13:50:26.397Z,33.30,19200,-1.40000,-2.90000,16.50000,22.45,22.55000,4
2016-09-05T13:50:26.697Z,33.70,19300,-1.30000,-3.00000,16.75000,22.55,22.45000,0
2016-09-05T13:50:26.997Z,33.40,19200,-0.90000,-3.10000,16.50000,22.45,22.55000,4
2016-09-05T13:50:27.297Z,33.20,19100,-0.60000,-3.10000,16.25000,22.55,22.45000,5
2016-09-05T13:50:27.597Z,33.60,19200,-0.80000,-3.10000,16.00000,22.45,22.55000,1
2016-09-05T13:50:27.897Z,33.50,19300,-0.50000,-3.30000,15.75000,22.55,22.65000,5
2016-09-05T13:50:28.197Z,33.90,19200,-0.50000,-2.80000,15.50000,22.65,22.75000,4
2016-09-05T13:50:28.497Z,33.90,19100,-0.00000,-2.50000,15.25000,22.75,22.65000,1
2016-09-05T13:50:28.797Z,34.20,19000,0.10000,-2.70000,15.50000,22.65,22.75000,1
2016-09-05T13:50:29.097Z,34.20,19100,-0.30000,-3.10000,15.75000,22.75,22.65000,4
2016-09-05T13:50:29.397Z,33.80,19200,-0.10000,-2.90000,16.00000,22.65,22.55000,1
2016-09-05T13:50:29.697Z,33.50,19100,-0.10000,-2.70000,16.25000,22.55,22.45000,0
2016-09-05T13:50:29.997Z,33.50,19200,0.40000,-2.70000,16.00000,22.45,22.35000,1
2016-09-05T13:50:30.297Z,33.30,19300,0.20000,-2.60000,16.25000,22.35,22.45000,1
2016-09-05T13:50:30.597Z,32.90,19400,0.20000,-2.40000,16.50000,22.45,22.55000,3
2016-09-05T13:50:30.897Z,33.40,19300,0.70000,-2.60000,16.25000,22.55,22.45000,2
2016-09-05T13:50:31.197Z,33.70,19200,0.80000,-2.30000,16.50000,22.45,22.35000,0
2016-09-05T13:50:31.497Z,34.20,19300,0.50000,-2.60000,16.75000,22.35,22.25000,2
2016-09-05T13:50:31.797Z,34.70,19400,0.50000,-2.40000,17.00000,22.25,22.35000,1
2016-09-05T13:50:32.097Z,34.40,19300,0.20000,-2.20000,16.75000,22.35,22.45000,3
2016-09-05T13:50:32.397Z,34.90,19400,0.40000,-2.30000,17.00000,22.45,22.35000,1
2016-09-05T13:50:32.697Z,35.00,19500,0.30000,-2.30000,17.25000,22.35,22.25000,5
2016-09-05T13:50:32.997Z,35.20,19600,0.30000,-2.10000,17.50000,22.25,22.35000,0
2016-09-05T13:50:33.297Z,35.60,19700,0.20000,-1.80000,17.75000,22.35,22.25000,4
2016-09-05T13:50:33.597Z,36.00,19600,0.70000,-1.50000,18.00000,22.25,22.15000,3
2016-09-05T13:50:33.897Z,36.20,19700,0.80000,-1.80000,17.75000,22.15,22.05000,3
2016-09-05T13:50:34.197Z,36.40,19800,0.60000,-1.40000,18.00000,22.05,21.95000,4
2016-09-05T13:50:34.497Z,36.30,19900,0.40000,-1.40000,18.25000,21.95,22.05000,1
2016-09-05T13:50:34.797Z,36.50,19800,0.80000,-1.50000,18.00000,22.05,21.95000,2
2016-09-05T13:50:35.097Z,36.20,19900,0.30000,-1.50000,17.75000,21.95,21.85000,4
2016-09-05T13:50:35.397Z,36.40,20000,0.60000,-1.60000,18.00000,21.85,21.95000,1
2016-09-05T13:50:35.697Z,35.90,20100,0.40000,-1.60000,17.75000,21.95,21.85000,0
2016-09-05T13:50:35.997Z,35.90,20200,0.40000,-1.90000,17.50000,21.85,21.75000,4
2016-09-05T13:50:36.297Z,35.70,20300,0.40000,-2.10000,17.25000,21.75,21.65000,2
2016-09-05T13:50:36.597Z,35.30,20400,-0.00000,-1.90000,17.50000,21.65,21.75000,3
2016-09-05T13:50:36.897Z,35.50,20500,-0.00000,-2.20000,17.75000,21.75,21.65000,5
2016-09-05T13:50:37.197Z,35.60,20600,0.20000,-2.10000,17.50000,21.65,21.75000,1
2016-09-05T13:50:37.497Z,35.50,20700,-0.10000,-2.30000,17.25000,21.75,21.85000,1
2016-09-05T13:50:37.797Z,36.00,20800,0.30000,-2.00000,17.00000,21.85,21.75000,5
2016-09-05T13:50:38.097Z,36.40,20900,0.50000,-2.30000,17.25000,21.75,21.85000,3
2016-09-05T13:50:38.397Z,35.90,20800,0.50000,-2.30000,17.50000,21.85,21.95000,0
2016-09-05T13:50:38.697Z,36.40,20900,-0.00000,-2.60000,17.75000,21.95,21.85000,2
2016-09-05T13:50:38.997Z,35.90,21000,0.20000,-2.70000,18.00000,21.85,21.95000,4
2016-09-05T13:50:39.297Z,35.80,21100,-0.10000,-2.70000,18.25000,21.95,22.05000,0
2016-09-05T13:50:39.597Z,35.80,21200,-0.10000,-3.10000,18.00000,22.05,22.15000,3
2016-09-05T13:50:39.897Z,35.50,21100,-0.40000,-2.70000,18.25000,22.15,22.05000,2
2016-09-05T13:50:40.197Z,35.50,21200,-0.00000,-3.10000,18.50000,22.05,21.95000,5
2016-09-05T13:50:40.497Z,35.00,21300,-0.50000,-2.90000,18.75000,21.95,22.05000,2
2016-09-05T13:50:40.797Z,34.80,21400,-0.30000,-3.10000,18.50000,22.05,22.15000,5
2016-09-05T13:50:41.097Z,34.40,21300,-0.80000,-2.80000,18.75000,22.15,22.05000,5
2016-09-05T13:50:41.397Z,34.10,21200,-0.50000,-2.60000,19.00000,22.05,22.15000,3
2016-09-05T13:50:41.697Z,34.10,21100,-0.60000,-2.30000,19.25000,22.15,22.25000,2
2016-09-05T13:50:41.997Z,34.00,21200,-0.60000,-2.20000,19.50000,22.25,22.35000,2
2016-09-05T13:50:42.297Z,33.80,21300,-0.50000,-2.20000,19.75000,22.35,22.45000,1
2016-09-05T13:50:42.597Z,33.90,21400,-0.60000,-2.70000,19.50000,22.45,22.35000,1
2016-09-05T13:50:42.897Z,33.80,21300,-0.50000,-2.60000,19.25000,22.35,22.25000,5
2016-09-05T13:50:43.197Z,34.30,21200,-0.40000,-2.80000,19.00000,22.25,22.15000,5
2016-09-05T13:50:43.497Z,34.70,21300,-0.10000,-2.40000,18.75000,22.15,22.25000,5
2016-09-05T13:50:43.797Z,34.70,21200,-0.40000,-2.10000,18.50000,22.25,22.35000,5
2016-09-05T13:50:44.097Z,35.10,21100,-0.40000,-2.50000,18.25000,22.35,22.45000,5
2016-09-05T13:50:44.397Z,35.40,21000,-0.60000,-2.50000,18.00000,22.45,22.55000,1
2016-09-05T13:50:44.697Z,35.40,20900,-0.20000,-2.70000,18.25000,22.55,22.45000,3
2016-09-05T13:50:44.997Z,35.20,21000,-0.70000,-2.80000,18.50000,22.45,22.55000,5
2016-09-05T13:50:45.297Z,35.40,20900,-0.30000,-2.70000,18.75000,22.55,22.45000,4
2016-09-05T13:50:45.597Z,35.30,21000,-0.20000,-2.70000,18.50000,22.45,22.35000,0
2016-09-05T13:50:45.897Z,35.70,20900,0.10000,-2.70000,18.75000,22.35,22.25000,3
2016-09-05T13:50:46.197Z,35.90,21000,-0.00000,-2.90000,18.50000,22.25,22.15000,0
2016-09-05T13:50:46.497Z,35.80,21100,-0.40000,-3.10000,18.25000,22.15,22.05000,0
2016-09-05T13:50:46.797Z,36.00,21000,-0.50000,-3.20000,18.50000,22.05,21.95000,5
2016-09-05T13:50:47.097Z,36.50,20900,-0.00000,-3.70000,18.75000,21.95,22.05000,3
2016-09-05T13:50:47.397Z,36.40,21000,-0.20000,-3.20000,19.00000,22.05,22.15000,1
2016-09-05T13:50:47.697Z,36.40,21100,-0.30000,-3.20000,18.75000,22.15,22.25000,1
2016-09-05T13:50:47.997Z,36.10,21000,-0.30000,-3.60000,18.50000,22.25,22.35000,5
2016-09-05T13:50:48.297Z,35.80,21100,0.10000,-4.10000,18.75000,22.35,22.45000,0
2016-09-05T13:50:48.597Z,35.70,21200,-0.30000,-4.10000,18.50000,22.45,22.55000,4
2016-09-05T13:50:48.897Z,35.40,21100,-0.30000,-4.20000,18.75000,22.55,22.45000,3
2016-09-05T13:50:49.197Z,35.20,21000,-0.70000,-4.40000,18.50000,22.45,22.55000,4
